geo,iso-cc,geotype,key,value,population,quote,date
Brandenburg,DE,state,sum,3334,2521893,0.13,2021-01-04
Brandenburg,DE,state,delta_vortag,25,2521893,,2021-01-04
Brandenburg,DE,state,ind_alter,227,2521893,,2021-01-04
Brandenburg,DE,state,ind_prof,3087,2521893,,2021-01-04
Brandenburg,DE,state,ind_med,20,2521893,,2021-01-04
Brandenburg,DE,state,ind_pflege,224,2521893,,2021-01-04
Bremen,DE,state,sum,2653,681202,0.39,2021-01-04
Bremen,DE,state,delta_vortag,700,681202,,2021-01-04
Bremen,DE,state,ind_alter,942,681202,,2021-01-04
Bremen,DE,state,ind_prof,811,681202,,2021-01-04
Bremen,DE,state,ind_med,18,681202,,2021-01-04
Bremen,DE,state,ind_pflege,651,681202,,2021-01-04
Hamburg,DE,state,sum,4756,1847253,0.26,2021-01-04
Hamburg,DE,state,delta_vortag,616,1847253,,2021-01-04
Hamburg,DE,state,ind_alter,1704,1847253,,2021-01-04
Hamburg,DE,state,ind_prof,2698,1847253,,2021-01-04
Hamburg,DE,state,ind_med,0,1847253,,2021-01-04
Hamburg,DE,state,ind_pflege,2060,1847253,,2021-01-04
Hessen,DE,state,sum,37795,6288080,0.6,2021-01-04
Hessen,DE,state,delta_vortag,4390,6288080,,2021-01-04
Hessen,DE,state,ind_alter,10329,6288080,,2021-01-04
Hessen,DE,state,ind_prof,22051,6288080,,2021-01-04
Hessen,DE,state,ind_med,1492,6288080,,2021-01-04
Hessen,DE,state,ind_pflege,14561,6288080,,2021-01-04
Mecklenburg-Vorpommern,DE,state,sum,13832,1608138,0.86,2021-01-04
Mecklenburg-Vorpommern,DE,state,delta_vortag,1773,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_alter,242,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_prof,7738,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_med,29,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_pflege,5968,1608138,,2021-01-04
Niedersachsen,DE,state,sum,8665,7993608,0.11,2021-01-04
Niedersachsen,DE,state,delta_vortag,3271,7993608,,2021-01-04
Niedersachsen,DE,state,ind_alter,1791,7993608,,2021-01-04
Niedersachsen,DE,state,ind_prof,4198,7993608,,2021-01-04
Niedersachsen,DE,state,ind_med,1915,7993608,,2021-01-04
Niedersachsen,DE,state,ind_pflege,5251,7993608,,2021-01-04
Nordrhein-Westfalen,DE,state,sum,62692,17947221,0.35,2021-01-04
Nordrhein-Westfalen,DE,state,delta_vortag,4435,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_alter,0,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_prof,25744,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_med,0,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_pflege,36956,17947221,,2021-01-04
Rheinland-Pfalz,DE,state,sum,9891,4093903,0.24,2021-01-04
Rheinland-Pfalz,DE,state,delta_vortag,1609,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_alter,0,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_prof,5435,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_med,0,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_pflege,4456,4093903,,2021-01-04
Saarland,DE,state,sum,4836,986887,0.49,2021-01-04
Saarland,DE,state,delta_vortag,687,986887,,2021-01-04
Saarland,DE,state,ind_alter,3655,986887,,2021-01-04
Saarland,DE,state,ind_prof,584,986887,,2021-01-04
Saarland,DE,state,ind_med,0,986887,,2021-01-04
Saarland,DE,state,ind_pflege,1823,986887,,2021-01-04
Sachsen,DE,state,sum,7740,4071971,0.19,2021-01-04
Sachsen,DE,state,delta_vortag,2874,4071971,,2021-01-04
Sachsen,DE,state,ind_alter,662,4071971,,2021-01-04
Sachsen,DE,state,ind_prof,6354,4071971,,2021-01-04
Sachsen,DE,state,ind_med,1,4071971,,2021-01-04
Sachsen,DE,state,ind_pflege,1385,4071971,,2021-01-04
Sachsen-Anhalt,DE,state,sum,15628,2194782,0.71,2021-01-04
Sachsen-Anhalt,DE,state,delta_vortag,2262,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_alter,4967,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_prof,7523,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_med,649,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_pflege,7804,2194782,,2021-01-04
Schleswig-Holstein,DE,state,sum,12978,2903773,0.45,2021-01-04
Schleswig-Holstein,DE,state,delta_vortag,3421,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_alter,3427,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_prof,6611,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_med,2716,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_pflege,5616,2903773,,2021-01-04
Thüringen,DE,state,sum,2715,2133378,0.13,2021-01-04
Thüringen,DE,state,delta_vortag,493,2133378,,2021-01-04
Thüringen,DE,state,ind_alter,446,2133378,,2021-01-04
Thüringen,DE,state,ind_prof,1976,2133378,,2021-01-04
Thüringen,DE,state,ind_med,1,2133378,,2021-01-04
Thüringen,DE,state,ind_pflege,413,2133378,,2021-01-04
Germany,DE,nation,sum,316962,83166711,0.38,2021-01-04
Germany,DE,nation,delta_vortag,44563,83166711,,2021-01-04
Germany,DE,nation,ind_alter,73734,83166711,,2021-01-04
Germany,DE,nation,ind_prof,149727,83166711,,2021-01-04
Germany,DE,nation,ind_med,10216,83166711,,2021-01-04
Germany,DE,nation,ind_pflege,131885,83166711,,2021-01-04
Baden-Württemberg,DE,state,sum,37840,11100394,0.34,2021-01-05
Baden-Württemberg,DE,state,delta_vortag,5621,11100394,,2021-01-05
Baden-Württemberg,DE,state,ind_alter,18907,11100394,,2021-01-05
Baden-Württemberg,DE,state,ind_prof,11336,11100394,,2021-01-05
Baden-Württemberg,DE,state,ind_med,2023,11100394,,2021-01-05
Baden-Württemberg,DE,state,ind_pflege,6476,11100394,,2021-01-05
Bayern,DE,state,sum,82749,13124737,0.63,2021-01-05
Bayern,DE,state,delta_vortag,4873,13124737,,2021-01-05
Bayern,DE,state,ind_alter,18957,13124737,,2021-01-05
Bayern,DE,state,ind_prof,40959,13124737,,2021-01-05
Bayern,DE,state,ind_med,1573,13124737,,2021-01-05
Bayern,DE,state,ind_pflege,28182,13124737,,2021-01-05
Berlin,DE,state,sum,21955,3669491,0.6,2021-01-05
Berlin,DE,state,delta_vortag,2566,3669491,,2021-01-05
Berlin,DE,state,ind_alter,13487,3669491,,2021-01-05
Berlin,DE,state,ind_prof,7648,3669491,,2021-01-05
Berlin,DE,state,ind_med,105,3669491,,2021-01-05
Berlin,DE,state,ind_pflege,14247,3669491,,2021-01-05
Brandenburg,DE,state,sum,5404,2521893,0.21,2021-01-05
Brandenburg,DE,state,delta_vortag,2070,2521893,,2021-01-05
Brandenburg,DE,state,ind_alter,287,2521893,,2021-01-05
Brandenburg,DE,state,ind_prof,5097,2521893,,2021-01-05
Brandenburg,DE,state,ind_med,20,2521893,,2021-01-05
Brandenburg,DE,state,ind_pflege,224,2521893,,2021-01-05
Bremen,DE,state,sum,3195,681202,0.47,2021-01-05
Bremen,DE,state,delta_vortag,518,681202,,2021-01-05
Bremen,DE,state,ind_alter,982,681202,,2021-01-05
Bremen,DE,state,ind_prof,1062,681202,,2021-01-05
Bremen,DE,state,ind_med,29,681202,,2021-01-05
Bremen,DE,state,ind_pflege,892,681202,,2021-01-05
Hamburg,DE,state,sum,5901,1847253,0.32,2021-01-05
Hamburg,DE,state,delta_vortag,1145,1847253,,2021-01-05
Hamburg,DE,state,ind_alter,1996,1847253,,2021-01-05
Hamburg,DE,state,ind_prof,3495,1847253,,2021-01-05
Hamburg,DE,state,ind_med,44,1847253,,2021-01-05
Hamburg,DE,state,ind_pflege,2122,1847253,,2021-01-05
Hessen,DE,state,sum,41298,6288080,0.66,2021-01-05
Hessen,DE,state,delta_vortag,3503,6288080,,2021-01-05
Hessen,DE,state,ind_alter,11393,6288080,,2021-01-05
Hessen,DE,state,ind_prof,23963,6288080,,2021-01-05
Hessen,DE,state,ind_med,1657,6288080,,2021-01-05
Hessen,DE,state,ind_pflege,15925,6288080,,2021-01-05
Mecklenburg-Vorpommern,DE,state,sum,18014,1608138,1.12,2021-01-05
Mecklenburg-Vorpommern,DE,state,delta_vortag,2570,1608138,,2021-01-05
Mecklenburg-Vorpommern,DE,state,ind_alter,456,1608138,,2021-01-05
Mecklenburg-Vorpommern,DE,state,ind_prof,10024,1608138,,2021-01-05
Mecklenburg-Vorpommern,DE,state,ind_med,27,1608138,,2021-01-05
Mecklenburg-Vorpommern,DE,state,ind_pflege,7828,1608138,,2021-01-05
Niedersachsen,DE,state,sum,15164,7993608,0.19,2021-01-05
Niedersachsen,DE,state,delta_vortag,6499,7993608,,2021-01-05
Niedersachsen,DE,state,ind_alter,3341,7993608,,2021-01-05
Niedersachsen,DE,state,ind_prof,7376,7993608,,2021-01-05
Niedersachsen,DE,state,ind_med,3112,7993608,,2021-01-05
Niedersachsen,DE,state,ind_pflege,8940,7993608,,2021-01-05
Nordrhein-Westfalen,DE,state,sum,69225,17947221,0.39,2021-01-05
Nordrhein-Westfalen,DE,state,delta_vortag,4160,17947221,,2021-01-05
Nordrhein-Westfalen,DE,state,ind_alter,,17947221,,2021-01-05
Nordrhein-Westfalen,DE,state,ind_prof,28846,17947221,,2021-01-05
Nordrhein-Westfalen,DE,state,ind_med,,17947221,,2021-01-05
Nordrhein-Westfalen,DE,state,ind_pflege,40387,17947221,,2021-01-05
Rheinland-Pfalz,DE,state,sum,12336,4093903,0.3,2021-01-05
Rheinland-Pfalz,DE,state,delta_vortag,2445,4093903,,2021-01-05
Rheinland-Pfalz,DE,state,ind_alter,,4093903,,2021-01-05
Rheinland-Pfalz,DE,state,ind_prof,7191,4093903,,2021-01-05
Rheinland-Pfalz,DE,state,ind_med,,4093903,,2021-01-05
Rheinland-Pfalz,DE,state,ind_pflege,5145,4093903,,2021-01-05
Saarland,DE,state,sum,5633,986887,0.57,2021-01-05
Saarland,DE,state,delta_vortag,797,986887,,2021-01-05
Saarland,DE,state,ind_alter,4279,986887,,2021-01-05
Saarland,DE,state,ind_prof,672,986887,,2021-01-05
Saarland,DE,state,ind_med,,986887,,2021-01-05
Saarland,DE,state,ind_pflege,2156,986887,,2021-01-05
Sachsen,DE,state,sum,10767,4071971,0.26,2021-01-05
Sachsen,DE,state,delta_vortag,3027,4071971,,2021-01-05
Sachsen,DE,state,ind_alter,820,4071971,,2021-01-05
Sachsen,DE,state,ind_prof,8945,4071971,,2021-01-05
Sachsen,DE,state,ind_med,1,4071971,,2021-01-05
Sachsen,DE,state,ind_pflege,1821,4071971,,2021-01-05
Sachsen-Anhalt,DE,state,sum,17123,2194782,0.78,2021-01-05
Sachsen-Anhalt,DE,state,delta_vortag,1495,2194782,,2021-01-05
Sachsen-Anhalt,DE,state,ind_alter,5402,2194782,,2021-01-05
Sachsen-Anhalt,DE,state,ind_prof,8196,2194782,,2021-01-05
Sachsen-Anhalt,DE,state,ind_med,738,2194782,,2021-01-05
Sachsen-Anhalt,DE,state,ind_pflege,8588,2194782,,2021-01-05
Schleswig-Holstein,DE,state,sum,17016,2903773,0.59,2021-01-05
Schleswig-Holstein,DE,state,delta_vortag,3444,2903773,,2021-01-05
Schleswig-Holstein,DE,state,ind_alter,4092,2903773,,2021-01-05
Schleswig-Holstein,DE,state,ind_prof,8459,2903773,,2021-01-05
Schleswig-Holstein,DE,state,ind_med,2932,2903773,,2021-01-05
Schleswig-Holstein,DE,state,ind_pflege,6665,2903773,,2021-01-05
Thüringen,DE,state,sum,3711,2133378,0.17,2021-01-05
Thüringen,DE,state,delta_vortag,500,2133378,,2021-01-05
Thüringen,DE,state,ind_alter,468,2133378,,2021-01-05
Thüringen,DE,state,ind_prof,2856,2133378,,2021-01-05
Thüringen,DE,state,ind_med,7,2133378,,2021-01-05
Thüringen,DE,state,ind_pflege,500,2133378,,2021-01-05
Germany,DE,nation,sum,367331,83166711,0.44,2021-01-05
Germany,DE,nation,delta_vortag,45233,83166711,,2021-01-05
Germany,DE,nation,ind_alter,84867,83166711,,2021-01-05
Germany,DE,nation,ind_prof,176125,83166711,,2021-01-05
Germany,DE,nation,ind_med,12268,83166711,,2021-01-05
Germany,DE,nation,ind_pflege,150098,83166711,,2021-01-05
Baden-Württemberg,DE,state,sum,42899,11100394,0.39,2021-01-06
Baden-Württemberg,DE,state,delta_vortag,4971,11100394,,2021-01-06
Baden-Württemberg,DE,state,ind_alter,22030,11100394,,2021-01-06
Baden-Württemberg,DE,state,ind_prof,12661,11100394,,2021-01-06
Baden-Württemberg,DE,state,ind_med,2303,11100394,,2021-01-06
Baden-Württemberg,DE,state,ind_pflege,7340,11100394,,2021-01-06
Bayern,DE,state,sum,84349,13124737,0.64,2021-01-06
Bayern,DE,state,delta_vortag,1600,13124737,,2021-01-06
Bayern,DE,state,ind_alter,19266,13124737,,2021-01-06
Bayern,DE,state,ind_prof,41737,13124737,,2021-01-06
Bayern,DE,state,ind_med,1595,13124737,,2021-01-06
Bayern,DE,state,ind_pflege,28908,13124737,,2021-01-06
Berlin,DE,state,sum,24159,3669491,0.66,2021-01-06
Berlin,DE,state,delta_vortag,2204,3669491,,2021-01-06
Berlin,DE,state,ind_alter,15037,3669491,,2021-01-06
Berlin,DE,state,ind_prof,8402,3669491,,2021-01-06
Berlin,DE,state,ind_med,105,3669491,,2021-01-06
Berlin,DE,state,ind_pflege,15272,3669491,,2021-01-06
Brandenburg,DE,state,sum,8182,2521893,0.32,2021-01-06
Brandenburg,DE,state,delta_vortag,2778,2521893,,2021-01-06
Brandenburg,DE,state,ind_alter,436,2521893,,2021-01-06
Brandenburg,DE,state,ind_prof,7724,2521893,,2021-01-06
Brandenburg,DE,state,ind_med,21,2521893,,2021-01-06
Brandenburg,DE,state,ind_pflege,433,2521893,,2021-01-06
Bremen,DE,state,sum,3825,681202,0.56,2021-01-06
Bremen,DE,state,delta_vortag,630,681202,,2021-01-06
Bremen,DE,state,ind_alter,1018,681202,,2021-01-06
Bremen,DE,state,ind_prof,1397,681202,,2021-01-06
Bremen,DE,state,ind_med,31,681202,,2021-01-06
Bremen,DE,state,ind_pflege,1182,681202,,2021-01-06
Hamburg,DE,state,sum,7079,1847253,0.38,2021-01-06
Hamburg,DE,state,delta_vortag,1178,1847253,,2021-01-06
Hamburg,DE,state,ind_alter,2415,1847253,,2021-01-06
Hamburg,DE,state,ind_prof,3561,1847253,,2021-01-06
Hamburg,DE,state,ind_med,86,1847253,,2021-01-06
Hamburg,DE,state,ind_pflege,2271,1847253,,2021-01-06
Hessen,DE,state,sum,44122,6288080,0.7,2021-01-06
Hessen,DE,state,delta_vortag,2824,6288080,,2021-01-06
Hessen,DE,state,ind_alter,11916,6288080,,2021-01-06
Hessen,DE,state,ind_prof,25931,6288080,,2021-01-06
Hessen,DE,state,ind_med,1853,6288080,,2021-01-06
Hessen,DE,state,ind_pflege,16780,6288080,,2021-01-06
Mecklenburg-Vorpommern,DE,state,sum,21713,1608138,1.35,2021-01-06
Mecklenburg-Vorpommern,DE,state,delta_vortag,2359,1608138,,2021-01-06
Mecklenburg-Vorpommern,DE,state,ind_alter,811,1608138,,2021-01-06
Mecklenburg-Vorpommern,DE,state,ind_prof,11746,1608138,,2021-01-06
Mecklenburg-Vorpommern,DE,state,ind_med,46,1608138,,2021-01-06
Mecklenburg-Vorpommern,DE,state,ind_pflege,9712,1608138,,2021-01-06
Niedersachsen,DE,state,sum,22608,7993608,0.28,2021-01-06
Niedersachsen,DE,state,delta_vortag,7444,7993608,,2021-01-06
Niedersachsen,DE,state,ind_alter,5209,7993608,,2021-01-06
Niedersachsen,DE,state,ind_prof,10900,7993608,,2021-01-06
Niedersachsen,DE,state,ind_med,4698,7993608,,2021-01-06
Niedersachsen,DE,state,ind_pflege,13321,7993608,,2021-01-06
Nordrhein-Westfalen,DE,state,sum,79578,17947221,0.44,2021-01-06
Nordrhein-Westfalen,DE,state,delta_vortag,8851,17947221,,2021-01-06
Nordrhein-Westfalen,DE,state,ind_alter,,17947221,,2021-01-06
Nordrhein-Westfalen,DE,state,ind_prof,33961,17947221,,2021-01-06
Nordrhein-Westfalen,DE,state,ind_med,,17947221,,2021-01-06
Nordrhein-Westfalen,DE,state,ind_pflege,45625,17947221,,2021-01-06
Rheinland-Pfalz,DE,state,sum,15984,4093903,0.39,2021-01-06
Rheinland-Pfalz,DE,state,delta_vortag,3648,4093903,,2021-01-06
Rheinland-Pfalz,DE,state,ind_alter,,4093903,,2021-01-06
Rheinland-Pfalz,DE,state,ind_prof,9796,4093903,,2021-01-06
Rheinland-Pfalz,DE,state,ind_med,,4093903,,2021-01-06
Rheinland-Pfalz,DE,state,ind_pflege,6188,4093903,,2021-01-06
Saarland,DE,state,sum,6511,986887,0.66,2021-01-06
Saarland,DE,state,delta_vortag,878,986887,,2021-01-06
Saarland,DE,state,ind_alter,4940,986887,,2021-01-06
Saarland,DE,state,ind_prof,813,986887,,2021-01-06
Saarland,DE,state,ind_med,,986887,,2021-01-06
Saarland,DE,state,ind_pflege,2430,986887,,2021-01-06
Sachsen,DE,state,sum,13006,4071971,0.32,2021-01-06
Sachsen,DE,state,delta_vortag,2239,4071971,,2021-01-06
Sachsen,DE,state,ind_alter,858,4071971,,2021-01-06
Sachsen,DE,state,ind_prof,11072,4071971,,2021-01-06
Sachsen,DE,state,ind_med,1,4071971,,2021-01-06
Sachsen,DE,state,ind_pflege,1933,4071971,,2021-01-06
Sachsen-Anhalt,DE,state,sum,17624,2194782,0.8,2021-01-06
Sachsen-Anhalt,DE,state,delta_vortag,501,2194782,,2021-01-06
Sachsen-Anhalt,DE,state,ind_alter,5569,2194782,,2021-01-06
Sachsen-Anhalt,DE,state,ind_prof,8461,2194782,,2021-01-06
Sachsen-Anhalt,DE,state,ind_med,738,2194782,,2021-01-06
Sachsen-Anhalt,DE,state,ind_pflege,8818,2194782,,2021-01-06
Schleswig-Holstein,DE,state,sum,20078,2903773,0.69,2021-01-06
Schleswig-Holstein,DE,state,delta_vortag,3062,2903773,,2021-01-06
Schleswig-Holstein,DE,state,ind_alter,4842,2903773,,2021-01-06
Schleswig-Holstein,DE,state,ind_prof,9282,2903773,,2021-01-06
Schleswig-Holstein,DE,state,ind_med,3234,2903773,,2021-01-06
Schleswig-Holstein,DE,state,ind_pflege,7768,2903773,,2021-01-06
Thüringen,DE,state,sum,5343,2133378,0.25,2021-01-06
Thüringen,DE,state,delta_vortag,1165,2133378,,2021-01-06
Thüringen,DE,state,ind_alter,650,2133378,,2021-01-06
Thüringen,DE,state,ind_prof,4096,2133378,,2021-01-06
Thüringen,DE,state,ind_med,21,2133378,,2021-01-06
Thüringen,DE,state,ind_pflege,583,2133378,,2021-01-06
Germany,DE,nation,sum,417060,83166711,0.5,2021-01-06
Germany,DE,nation,delta_vortag,46332,83166711,,2021-01-06
Germany,DE,nation,ind_alter,94997,83166711,,2021-01-06
Germany,DE,nation,ind_prof,201540,83166711,,2021-01-06
Germany,DE,nation,ind_med,14732,83166711,,2021-01-06
Germany,DE,nation,ind_pflege,168564,83166711,,2021-01-06
Baden-Württemberg,DE,state,sum,49103,11100394,0.44,2021-01-07
Baden-Württemberg,DE,state,delta_vortag,6180,11100394,,2021-01-07
Baden-Württemberg,DE,state,ind_alter,25827,11100394,,2021-01-07
Baden-Württemberg,DE,state,ind_prof,14560,11100394,,2021-01-07
Baden-Württemberg,DE,state,ind_med,2433,11100394,,2021-01-07
Baden-Württemberg,DE,state,ind_pflege,8088,11100394,,2021-01-07
Bayern,DE,state,sum,88916,13124737,0.68,2021-01-07
Bayern,DE,state,delta_vortag,4567,13124737,,2021-01-07
Bayern,DE,state,ind_alter,20212,13124737,,2021-01-07
Bayern,DE,state,ind_prof,44516,13124737,,2021-01-07
Bayern,DE,state,ind_med,1609,13124737,,2021-01-07
Bayern,DE,state,ind_pflege,30110,13124737,,2021-01-07
Berlin,DE,state,sum,26406,3669491,0.72,2021-01-07
Berlin,DE,state,delta_vortag,2247,3669491,,2021-01-07
Berlin,DE,state,ind_alter,16673,3669491,,2021-01-07
Berlin,DE,state,ind_prof,9109,3669491,,2021-01-07
Berlin,DE,state,ind_med,105,3669491,,2021-01-07
Berlin,DE,state,ind_pflege,16773,3669491,,2021-01-07
Brandenburg,DE,state,sum,11481,2521893,0.46,2021-01-07
Brandenburg,DE,state,delta_vortag,3299,2521893,,2021-01-07
Brandenburg,DE,state,ind_alter,1029,2521893,,2021-01-07
Brandenburg,DE,state,ind_prof,10391,2521893,,2021-01-07
Brandenburg,DE,state,ind_med,53,2521893,,2021-01-07
Brandenburg,DE,state,ind_pflege,558,2521893,,2021-01-07
Bremen,DE,state,sum,4505,681202,0.66,2021-01-07
Bremen,DE,state,delta_vortag,621,681202,,2021-01-07
Bremen,DE,state,ind_alter,1033,681202,,2021-01-07
Bremen,DE,state,ind_prof,1764,681202,,2021-01-07
Bremen,DE,state,ind_med,34,681202,,2021-01-07
Bremen,DE,state,ind_pflege,1491,681202,,2021-01-07
Hamburg,DE,state,sum,8471,1847253,0.46,2021-01-07
Hamburg,DE,state,delta_vortag,1392,1847253,,2021-01-07
Hamburg,DE,state,ind_alter,2788,1847253,,2021-01-07
Hamburg,DE,state,ind_prof,4313,1847253,,2021-01-07
Hamburg,DE,state,ind_med,108,1847253,,2021-01-07
Hamburg,DE,state,ind_pflege,2352,1847253,,2021-01-07
Hessen,DE,state,sum,46006,6288080,0.73,2021-01-07
Hessen,DE,state,delta_vortag,1884,6288080,,2021-01-07
Hessen,DE,state,ind_alter,12286,6288080,,2021-01-07
Hessen,DE,state,ind_prof,27009,6288080,,2021-01-07
Hessen,DE,state,ind_med,2101,6288080,,2021-01-07
Hessen,DE,state,ind_pflege,17520,6288080,,2021-01-07
Mecklenburg-Vorpommern,DE,state,sum,24060,1608138,1.5,2021-01-07
Mecklenburg-Vorpommern,DE,state,delta_vortag,1792,1608138,,2021-01-07
Mecklenburg-Vorpommern,DE,state,ind_alter,1260,1608138,,2021-01-07
Mecklenburg-Vorpommern,DE,state,ind_prof,12515,1608138,,2021-01-07
Mecklenburg-Vorpommern,DE,state,ind_med,137,1608138,,2021-01-07
Mecklenburg-Vorpommern,DE,state,ind_pflege,11130,1608138,,2021-01-07
Niedersachsen,DE,state,sum,32170,7993608,0.4,2021-01-07
Niedersachsen,DE,state,delta_vortag,7975,7993608,,2021-01-07
Niedersachsen,DE,state,ind_alter,7075,7993608,,2021-01-07
Niedersachsen,DE,state,ind_prof,15989,7993608,,2021-01-07
Niedersachsen,DE,state,ind_med,6226,7993608,,2021-01-07
Niedersachsen,DE,state,ind_pflege,18332,7993608,,2021-01-07
Nordrhein-Westfalen,DE,state,sum,90802,17947221,0.51,2021-01-07
Nordrhein-Westfalen,DE,state,delta_vortag,5986,17947221,,2021-01-07
Nordrhein-Westfalen,DE,state,ind_alter,0,17947221,,2021-01-07
Nordrhein-Westfalen,DE,state,ind_prof,39465,17947221,,2021-01-07
Nordrhein-Westfalen,DE,state,ind_med,0,17947221,,2021-01-07
Nordrhein-Westfalen,DE,state,ind_pflege,51345,17947221,,2021-01-07
Rheinland-Pfalz,DE,state,sum,20792,4093903,0.51,2021-01-07
Rheinland-Pfalz,DE,state,delta_vortag,4991,4093903,,2021-01-07
Rheinland-Pfalz,DE,state,ind_alter,2154,4093903,,2021-01-07
Rheinland-Pfalz,DE,state,ind_prof,11833,4093903,,2021-01-07
Rheinland-Pfalz,DE,state,ind_med,0,4093903,,2021-01-07
Rheinland-Pfalz,DE,state,ind_pflege,6805,4093903,,2021-01-07
Saarland,DE,state,sum,7358,986887,0.75,2021-01-07
Saarland,DE,state,delta_vortag,837,986887,,2021-01-07
Saarland,DE,state,ind_alter,5596,986887,,2021-01-07
Saarland,DE,state,ind_prof,966,986887,,2021-01-07
Saarland,DE,state,ind_med,0,986887,,2021-01-07
Saarland,DE,state,ind_pflege,2663,986887,,2021-01-07
Sachsen,DE,state,sum,15593,4071971,0.38,2021-01-07
Sachsen,DE,state,delta_vortag,2587,4071971,,2021-01-07
Sachsen,DE,state,ind_alter,985,4071971,,2021-01-07
Sachsen,DE,state,ind_prof,13343,4071971,,2021-01-07
Sachsen,DE,state,ind_med,1,4071971,,2021-01-07
Sachsen,DE,state,ind_pflege,2249,4071971,,2021-01-07
Sachsen-Anhalt,DE,state,sum,19399,2194782,0.88,2021-01-07
Sachsen-Anhalt,DE,state,delta_vortag,1775,2194782,,2021-01-07
Sachsen-Anhalt,DE,state,ind_alter,6008,2194782,,2021-01-07
Sachsen-Anhalt,DE,state,ind_prof,9554,2194782,,2021-01-07
Sachsen-Anhalt,DE,state,ind_med,783,2194782,,2021-01-07
Sachsen-Anhalt,DE,state,ind_pflege,9500,2194782,,2021-01-07
Schleswig-Holstein,DE,state,sum,23903,2903773,0.82,2021-01-07
Schleswig-Holstein,DE,state,delta_vortag,3831,2903773,,2021-01-07
Schleswig-Holstein,DE,state,ind_alter,5606,2903773,,2021-01-07
Schleswig-Holstein,DE,state,ind_prof,10747,2903773,,2021-01-07
Schleswig-Holstein,DE,state,ind_med,3655,2903773,,2021-01-07
Schleswig-Holstein,DE,state,ind_pflege,9099,2903773,,2021-01-07
Thüringen,DE,state,sum,7994,2133378,0.37,2021-01-07
Thüringen,DE,state,delta_vortag,974,2133378,,2021-01-07
Thüringen,DE,state,ind_alter,782,2133378,,2021-01-07
Thüringen,DE,state,ind_prof,6399,2133378,,2021-01-07
Thüringen,DE,state,ind_med,22,2133378,,2021-01-07
Thüringen,DE,state,ind_pflege,731,2133378,,2021-01-07
Germany,DE,nation,sum,476959,83166711,0.57,2021-01-07
Germany,DE,nation,delta_vortag,50938,83166711,,2021-01-07
Germany,DE,nation,ind_alter,109314,83166711,,2021-01-07
Germany,DE,nation,ind_prof,232473,83166711,,2021-01-07
Germany,DE,nation,ind_med,17267,83166711,,2021-01-07
Germany,DE,nation,ind_pflege,188746,83166711,,2021-01-07
Baden-Württemberg,DE,state,sum,55320,11100394,0.5,2021-01-08
Baden-Württemberg,DE,state,delta_vortag,6213,11100394,,2021-01-08
Baden-Württemberg,DE,state,ind_alter,29263,11100394,,2021-01-08
Baden-Württemberg,DE,state,ind_prof,16514,11100394,,2021-01-08
Baden-Württemberg,DE,state,ind_med,2561,11100394,,2021-01-08
Baden-Württemberg,DE,state,ind_pflege,9100,11100394,,2021-01-08
Bayern,DE,state,sum,93966,13124737,0.72,2021-01-08
Bayern,DE,state,delta_vortag,5050,13124737,,2021-01-08
Bayern,DE,state,ind_alter,20665,13124737,,2021-01-08
Bayern,DE,state,ind_prof,47801,13124737,,2021-01-08
Bayern,DE,state,ind_med,1676,13124737,,2021-01-08
Bayern,DE,state,ind_pflege,31568,13124737,,2021-01-08
Berlin,DE,state,sum,28871,3669491,0.79,2021-01-08
Berlin,DE,state,delta_vortag,2465,3669491,,2021-01-08
Berlin,DE,state,ind_alter,18591,3669491,,2021-01-08
Berlin,DE,state,ind_prof,9676,3669491,,2021-01-08
Berlin,DE,state,ind_med,105,3669491,,2021-01-08
Berlin,DE,state,ind_pflege,18171,3669491,,2021-01-08
Brandenburg,DE,state,sum,13895,2521893,0.55,2021-01-08
Brandenburg,DE,state,delta_vortag,2414,2521893,,2021-01-08
Brandenburg,DE,state,ind_alter,1608,2521893,,2021-01-08
Brandenburg,DE,state,ind_prof,12192,2521893,,2021-01-08
Brandenburg,DE,state,ind_med,87,2521893,,2021-01-08
